subject,condition,roc_auc_csp,roc_auc_riemann,paired_difference_csp_minus_riemann
95,dropout_0.3,0.4644999999999999,0.4479999999999999,0.016500000000000015
95,dropout_0.5,0.4435,0.472,-0.02849999999999997
95,clean,0.36,0.43,-0.07
95,motor_core,0.6599999999999999,0.6599999999999999,0.0
95,motor_extended,0.39,0.5,-0.10999999999999999
95,region_midline_motor_strip,0.43,0.4399999999999999,-0.009999999999999898
95,region_left_motor_strip,0.38,0.48,-0.09999999999999998
95,region_right_motor_strip,0.4999999999999999,0.43,0.0699999999999999
96,dropout_0.1,0.504,0.8190000000000001,-0.31500000000000006
96,dropout_0.2,0.465,0.759,-0.294
96,dropout_0.3,0.498,0.723,-0.22499999999999998
96,dropout_0.5,0.523,0.666,-0.14300000000000002
96,clean,0.54,0.86,-0.31999999999999995
96,motor_core,0.42,0.4899999999999999,-0.0699999999999999
96,motor_extended,0.45,0.5599999999999999,-0.10999999999999993
96,region_midline_motor_strip,0.55,0.86,-0.30999999999999994
96,region_left_motor_strip,0.36,0.85,-0.49
96,region_right_motor_strip,0.45,0.78,-0.33
97,dropout_0.1,0.599,0.73,-0.131
97,dropout_0.2,0.489,0.706,-0.21699999999999997
97,dropout_0.3,0.509,0.6759999999999999,-0.16699999999999993
97,dropout_0.5,0.4844999999999999,0.684,-0.19950000000000018
97,clean,0.6900000000000001,0.76,-0.06999999999999995
97,motor_core,0.75,0.74,0.010000000000000009
97,motor_extended,0.75,0.76,-0.010000000000000009
97,region_midline_motor_strip,0.6799999999999999,0.78,-0.10000000000000009
97,region_left_motor_strip,0.54,0.72,-0.17999999999999994
97,region_right_motor_strip,0.585,0.77,-0.18500000000000005
98,dropout_0.1,0.534,0.428,0.10600000000000004
98,dropout_0.2,0.545,0.42,0.12500000000000006
98,dropout_0.3,0.534,0.45,0.08400000000000002
98,dropout_0.5,0.498,0.419,0.07900000000000001
98,clean,0.6900000000000001,0.42,0.2700000000000001
98,motor_core,0.5700000000000001,0.53,0.040000000000000036
98,motor_extended,0.75,0.69,0.06000000000000005
98,region_midline_motor_strip,0.6,0.45,0.14999999999999997
98,region_left_motor_strip,0.74,0.47,0.27
98,region_right_motor_strip,0.49,0.3,0.19
99,dropout_0.1,0.479,0.5579999999999999,-0.07899999999999996
99,dropout_0.2,0.4579999999999999,0.5539999999999999,-0.09600000000000003
99,dropout_0.3,0.4735,0.552,-0.07850000000000007
99,dropout_0.5,0.4579999999999999,0.5710000000000001,-0.11300000000000016
99,clean,0.4,0.56,-0.16000000000000003
99,motor_core,0.48,0.45,0.02999999999999997
99,motor_extended,0.3799999999999999,0.3299999999999999,0.04999999999999999
99,region_midline_motor_strip,0.41,0.5700000000000001,-0.1600000000000001
99,region_left_motor_strip,0.44,0.5399999999999999,-0.09999999999999992
99,region_right_motor_strip,0.6,0.6199999999999999,-0.019999999999999907
100,dropout_0.1,0.4866666666666666,0.5291666666666667,-0.04250000000000009
100,dropout_0.2,0.5141666666666667,0.4825,0.031666666666666676
100,dropout_0.3,0.4795833333333333,0.505,-0.0254166666666667
100,dropout_0.5,0.4477083333333334,0.49875,-0.05104166666666665
100,clean,0.4666666666666667,0.5375,-0.0708333333333333
100,motor_core,0.1999999999999999,0.2125,-0.012500000000000094
100,motor_extended,0.45,0.3833333333333333,0.06666666666666671
100,region_midline_motor_strip,0.5166666666666667,0.5083333333333333,0.008333333333333415
100,region_left_motor_strip,0.5791666666666667,0.3041666666666666,0.27500000000000013
100,region_right_motor_strip,0.5416666666666667,0.5416666666666667,0.0
101,dropout_0.1,0.491,0.309,0.182
101,dropout_0.2,0.5539999999999999,0.319,0.23499999999999993
101,dropout_0.3,0.56,0.3219999999999999,0.23800000000000016
101,dropout_0.5,0.53,0.303,0.22700000000000004
101,clean,0.4599999999999999,0.3,0.15999999999999992
101,motor_core,0.5599999999999999,0.51,0.04999999999999993
101,motor_extended,0.48,0.45,0.02999999999999997
101,region_midline_motor_strip,0.4149999999999999,0.32,0.09499999999999992
101,region_left_motor_strip,0.575,0.39,0.18499999999999994
101,region_right_motor_strip,0.5,0.35,0.15000000000000002
102,dropout_0.1,0.6779999999999999,0.775,-0.09700000000000009
102,dropout_0.2,0.5275,0.736,-0.20850000000000002
102,dropout_0.3,0.536,0.69,-0.15399999999999991
102,dropout_0.5,0.502,0.647,-0.14500000000000002
102,clean,0.8,0.76,0.040000000000000036
102,motor_core,0.72,0.74,-0.020000000000000018
102,motor_extended,0.86,0.85,0.010000000000000009
102,region_midline_motor_strip,0.72,0.8400000000000001,-0.1200000000000001
102,region_left_motor_strip,0.6,0.72,-0.12
102,region_right_motor_strip,0.8099999999999999,0.6599999999999999,0.15000000000000002
103,dropout_0.1,0.584,0.65,-0.06600000000000006
103,dropout_0.2,0.511,0.57,-0.05899999999999994
103,dropout_0.3,0.483,0.522,-0.039000000000000035
103,dropout_0.5,0.508,0.434,0.07400000000000001
103,clean,0.6599999999999999,0.6599999999999999,0.0
103,motor_core,0.54,0.48,0.06000000000000005
103,motor_extended,0.6,0.55,0.04999999999999993
103,region_midline_motor_strip,0.4599999999999999,0.6799999999999999,-0.22000000000000003
103,region_left_motor_strip,0.62,0.5,0.12
103,region_right_motor_strip,0.6900000000000001,0.74,-0.04999999999999993
104,dropout_0.1,0.55625,0.46825,0.08800000000000002
104,dropout_0.2,0.513625,0.4125,0.10112500000000002
104,dropout_0.3,0.46625,0.374,0.09225
104,dropout_0.5,0.46175,0.3354999999999999,0.12625000000000008
104,clean,0.705,0.5625,0.14249999999999996
104,motor_core,0.595,0.5275000000000001,0.0674999999999999
104,motor_extended,0.54,0.55,-0.010000000000000009
104,region_midline_motor_strip,0.53,0.5275000000000001,0.0024999999999999467
104,region_left_motor_strip,0.74,0.5425,0.1975
104,region_right_motor_strip,0.5575,0.545,0.012499999999999956
105,dropout_0.1,0.524,0.767,-0.243
105,dropout_0.2,0.49,0.7040000000000001,-0.21400000000000008
105,dropout_0.3,0.48,0.575,-0.09499999999999997
105,dropout_0.5,0.424,0.521,-0.09700000000000003
105,clean,0.6500000000000001,0.8699999999999999,-0.21999999999999975
105,motor_core,0.6799999999999999,0.6900000000000001,-0.01000000000000012
105,motor_extended,0.71,0.79,-0.08000000000000007
105,region_midline_motor_strip,0.51,0.82,-0.30999999999999994
105,region_left_motor_strip,0.51,0.78,-0.27
105,region_right_motor_strip,0.6100000000000001,0.79,-0.17999999999999994
106,dropout_0.1,0.497,0.434,0.063
106,dropout_0.2,0.462,0.4269999999999999,0.03500000000000014
106,dropout_0.3,0.513,0.405,0.10799999999999998
106,dropout_0.5,0.47,0.491,-0.02100000000000002
106,clean,0.51,0.41,0.10000000000000003
106,motor_core,0.58,0.5900000000000001,-0.01000000000000012
106,motor_extended,0.63,0.5599999999999999,0.07000000000000006
106,region_midline_motor_strip,0.525,0.43,0.09500000000000003
106,region_left_motor_strip,0.51,0.35,0.16000000000000003
106,region_right_motor_strip,0.5199999999999999,0.3999999999999999,0.12
107,dropout_0.1,0.552,0.573,-0.020999999999999908
107,dropout_0.2,0.5660000000000001,0.5379999999999999,0.028000000000000136
107,dropout_0.3,0.5419999999999999,0.471,0.07099999999999995
107,dropout_0.5,0.524,0.479,0.04500000000000004
107,clean,0.49,0.62,-0.13
107,motor_core,0.45,0.47,-0.019999999999999962
107,motor_extended,0.48,0.4599999999999999,0.020000000000000073
107,region_midline_motor_strip,0.49,0.63,-0.14
107,region_left_motor_strip,0.5399999999999999,0.61,-0.07000000000000006
107,region_right_motor_strip,0.41,0.6,-0.19
108,dropout_0.1,0.691,0.8690000000000001,-0.17800000000000016
108,dropout_0.2,0.649,0.802,-0.15300000000000002
108,dropout_0.3,0.61,0.76,-0.15000000000000002
108,dropout_0.5,0.631,0.7040000000000001,-0.07300000000000006
108,clean,0.82,0.93,-0.1100000000000001
108,motor_core,0.79,0.77,0.020000000000000018
108,motor_extended,0.93,0.91,0.020000000000000018
108,region_midline_motor_strip,0.73,0.9,-0.17000000000000004
108,region_left_motor_strip,0.6599999999999999,0.79,-0.13000000000000012
108,region_right_motor_strip,0.79,0.8699999999999999,-0.07999999999999985
109,dropout_0.1,0.491,0.416,0.07500000000000001
109,dropout_0.2,0.497,0.423,0.07400000000000001
109,dropout_0.3,0.5660000000000001,0.408,0.15800000000000008
109,dropout_0.5,0.5,0.437,0.063
109,clean,0.47,0.38,0.08999999999999997
109,motor_core,0.3999999999999999,0.39,0.009999999999999898
109,motor_extended,0.4,0.2799999999999999,0.1200000000000001
109,region_midline_motor_strip,0.39,0.42,-0.02999999999999997
109,region_left_motor_strip,0.51,0.4399999999999999,0.07000000000000012
109,region_right_motor_strip,0.48,0.4800000000000001,-1.1102230246251565e-16
