dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,protocol_version,mask_seed_scope,selected_channels,region,dropped_channels,session_train,session_test,run_signature
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.2,7,22,4,0.5,0.6982758620689655,0.4912280701605032,0.491228070165854,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.2,8,22,4,0.5,0.6354679802955665,0.4912280283136143,0.49122804685054766,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.2,9,22,4,0.5,0.5911330049261083,0.4900859503217757,0.489620893978174,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,0,22,7,0.5,0.749384236453202,0.4912280701741265,0.4912280701743583,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,1,22,7,0.5,0.5320197044334976,0.4912275978299074,0.49122751528033504,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,2,22,7,0.5,0.4827586206896552,0.49122807017543857,0.49122807017543857,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,3,22,7,0.5,0.7426108374384236,0.4912280688464842,0.4912280693804779,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,4,22,7,0.5,0.5701970443349753,0.4912280701534625,0.4912280701609111,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,5,22,7,0.5,0.6958128078817735,0.49122802264999166,0.4912279809597677,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,6,22,7,0.5,0.6133004926108375,0.4912280701670089,0.4912280701688606,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,7,22,7,0.5,0.6687192118226601,0.4912280700399928,0.49122806597638824,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,8,22,7,0.5,0.7241379310344828,0.4912280407182501,0.4912280525469295,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.3,9,22,7,0.5,0.7001231527093597,0.4912280701742667,0.4912280701746502,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,0,22,11,0.5,0.7450738916256159,0.4912280698780458,0.491228069947215,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,1,22,11,0.5,0.5812807881773399,0.49122798402430795,0.49122796191324125,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,2,22,11,0.6200738916256158,0.7832512315270936,0.2858513890678284,0.29371843539211423,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,3,22,11,0.5,0.5381773399014778,0.49122807017486775,0.49122807017490544,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,4,22,11,0.5,0.5652709359605911,0.4912154981306611,0.49121751378115763,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,5,22,11,0.5,0.7327586206896552,0.49122782263371284,0.4912278650621722,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,6,22,11,0.5,0.6280788177339902,0.4912280696701491,0.4912280697631063,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,7,22,11,0.5,0.7118226600985222,0.4912265101110218,0.49122720845766255,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,8,22,11,0.5,0.6366995073891626,0.4912280701754381,0.49122807017529524,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,channel_dropout,all_channels,5,0.5,9,22,11,0.5,0.6366995073891626,0.49122807015703446,0.4912280701577626,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_core,1,0.0,0,3,0,0.6206896551724138,0.7193816884661117,0.2144968858379982,0.12520935301661584,0.3.2,not_applicable,"C3,Cz,C4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_core,2,0.0,0,3,0,0.6379310344827587,0.718192627824019,0.21405484431280203,0.07631152873022697,0.3.2,not_applicable,"C3,Cz,C4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_core,3,0.0,0,3,0,0.6206896551724138,0.6979785969084423,0.23012476104955557,0.15688118198391685,0.3.2,not_applicable,"C3,Cz,C4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_core,4,0.0,0,3,0,0.6816502463054187,0.8029556650246304,0.18257552912608008,0.09162375205914099,0.3.2,not_applicable,"C3,Cz,C4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_core,5,0.0,0,3,0,0.7185960591133005,0.7795566502463054,0.1991572242612047,0.10048237376518296,0.3.2,not_applicable,"C3,Cz,C4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_extended,1,0.0,0,9,0,0.7068965517241379,0.816884661117717,0.17462526155378558,0.13638234638076813,0.3.2,not_applicable,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_extended,2,0.0,0,9,0,0.7068965517241379,0.8002378121284186,0.1877945076048535,0.10842643063276619,0.3.2,not_applicable,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_extended,3,0.0,0,9,0,0.7413793103448276,0.8299643281807373,0.17300327338800936,0.12304576186911259,0.3.2,not_applicable,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_extended,4,0.0,0,9,0,0.7887931034482758,0.8780788177339901,0.1411633474313318,0.11839028177704917,0.3.2,not_applicable,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,reduced_montage,motor_extended,5,0.0,0,9,0,0.7549261083743842,0.8448275862068966,0.16749402628905574,0.09288606494952849,0.3.2,not_applicable,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,1,0.3181818181818182,0,22,7,0.5,0.7015457788347206,0.48058614349593987,0.48787729483113107,0.3.2,not_applicable,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,1,0.13636363636363635,0,22,3,0.5862068965517242,0.7098692033293699,0.2810465113324574,0.25953670608578905,0.3.2,not_applicable,,midline_motor_strip,"FCz,Cz,CPz",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,1,0.3181818181818182,0,22,7,0.5,0.6361474435196195,0.49999999996158884,0.4999999999772675,0.3.2,not_applicable,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,2,0.3181818181818182,0,22,7,0.5,0.7122473246135552,0.36020478159306074,0.36623762092721857,0.3.2,not_applicable,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,2,0.13636363636363635,0,22,3,0.5,0.7372175980975029,0.4944544823135448,0.4957987214111228,0.3.2,not_applicable,,midline_motor_strip,"FCz,Cz,CPz",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,2,0.3181818181818182,0,22,7,0.5,0.6991676575505351,0.4999999999998971,0.4999999999999354,0.3.2,not_applicable,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,3,0.3181818181818182,0,22,7,0.5,0.652794292508918,0.49992615969617005,0.4999357078264989,0.3.2,not_applicable,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,3,0.13636363636363635,0,22,3,0.5,0.5671819262782403,0.4160292711184284,0.4117939777361943,0.3.2,not_applicable,,midline_motor_strip,"FCz,Cz,CPz",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,3,0.3181818181818182,0,22,7,0.5,0.6932223543400714,0.4999999999835869,0.4999999999914808,0.3.2,not_applicable,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,4,0.3181818181818182,0,22,7,0.5,0.6514778325123152,0.5077391567665612,0.5079010772656943,0.3.2,not_applicable,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,4,0.13636363636363635,0,22,3,0.5985221674876847,0.6945812807881774,0.2367828294684618,0.18255343740600402,0.3.2,not_applicable,,midline_motor_strip,"FCz,Cz,CPz",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,4,0.3181818181818182,0,22,7,0.5,0.562807881773399,0.5087719297665443,0.5087719297881157,0.3.2,not_applicable,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,5,0.3181818181818182,0,22,7,0.5357142857142857,0.7869458128078818,0.30651459516008983,0.3262853390053836,0.3.2,not_applicable,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,5,0.13636363636363635,0,22,3,0.5,0.7376847290640395,0.4911282028034319,0.4911607820497531,0.3.2,not_applicable,,midline_motor_strip,"FCz,Cz,CPz",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,region_dropout,all_channels,5,0.3181818181818182,0,22,7,0.5,0.6453201970443349,0.4912280701754381,0.49122807017543835,0.3.2,not_applicable,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,4,csp_lda,cross_session,all_channels,0,0.0,0,22,0,0.6944444444444444,0.8260030864197531,0.2177202447745863,0.2024626242510103,0.3.2,not_applicable,,,,0train,1test,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,clean,all_channels,1,0.0,0,22,0,0.5517241379310345,0.6480380499405469,0.2667744795057023,0.23998693827155104,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,0,22,2,0.5,0.45065398335315104,0.43194913245302097,0.42460207819950535,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,1,22,2,0.5,0.45659928656361476,0.4999980732828093,0.49999675304863944,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,2,22,2,0.5,0.5671819262782402,0.4937601466656794,0.4938857168215438,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,3,22,2,0.5,0.4803804994054696,0.4986553213240246,0.49885474013393594,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,4,22,2,0.5,0.55410225921522,0.49999941453407437,0.49999925271710377,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,5,22,2,0.5,0.46848989298454224,0.49992020941043125,0.49991797746140454,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,6,22,2,0.5,0.5862068965517242,0.45816395194383075,0.47951463597107163,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,7,22,2,0.5,0.5041617122473246,0.478361868713184,0.48176304747776477,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,8,22,2,0.5,0.45659928656361476,0.4999980732828093,0.49999675304863944,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.1,9,22,2,0.5,0.5576694411414982,0.499999898223593,0.4999998942999351,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,0,22,4,0.5,0.535077288941736,0.4978958121587945,0.4976165544539157,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,1,22,4,0.5,0.5089179548156956,0.4783172243477593,0.4795902244375836,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,2,22,4,0.5,0.643281807372176,0.4994728312395028,0.4996417880357878,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,3,22,4,0.5,0.3935790725326992,0.49978965096355077,0.499769023031876,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,4,22,4,0.5,0.5029726516052319,0.3815173762198571,0.36786235816507357,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,5,22,4,0.5,0.4910820451843044,0.4998690111885166,0.49986324259897974,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,6,22,4,0.5,0.5326991676575505,0.47438850619241607,0.47827294046176305,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,7,22,4,0.5,0.44589774078478006,0.49999628691373443,0.4999964389732481,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,8,22,4,0.5,0.4149821640903687,0.38837889944000975,0.350467385876202,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.2,9,22,4,0.5,0.4351961950059453,0.4999999977820349,0.49999999750879787,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,0,22,7,0.5,0.4661117717003567,0.49999999998936284,0.4999999999831253,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,1,22,7,0.5,0.5588585017835909,0.49970758631674095,0.4997014666294586,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,2,22,7,0.5,0.619500594530321,0.48998082448554764,0.49214819713907265,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,3,22,7,0.5,0.4185493460166469,0.4999999040206385,0.4999998432334636,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,4,22,7,0.5,0.4233055885850179,0.49999680897974763,0.4999964965856464,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,5,22,7,0.5,0.42211652794292503,0.49999658819689985,0.49999264212835404,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,6,22,7,0.5,0.4661117717003567,0.4999999714193898,0.49999996099986455,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,7,22,7,0.5,0.6278240190249703,0.4716646819595928,0.4741950125559676,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,8,22,7,0.5,0.43638525564803804,0.49883120689552835,0.49865057309581085,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.3,9,22,7,0.5517241379310345,0.6052318668252081,0.4001620371057759,0.41909525676315396,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,0,22,11,0.5,0.44589774078478006,0.4988885069882903,0.4985424187081423,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,1,22,11,0.5,0.5683709869203329,0.393715466416417,0.3770062490405024,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,2,22,11,0.5,0.48632580261593344,0.4256622266764522,0.41675526417457887,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,3,22,11,0.5172413793103449,0.5969084423305588,0.3901692096595262,0.3787432830705274,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,4,22,11,0.5,0.5850178359096314,0.48609327921260986,0.4880441656509089,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,5,22,11,0.5,0.5564803804994054,0.49998762869042784,0.4999841640609187,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,6,22,11,0.5,0.5124851367419738,0.4910703915550795,0.4901189138529074,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,7,22,11,0.5,0.45659928656361476,0.49995621019769765,0.49995444269662237,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,8,22,11,0.5,0.41379310344827586,0.4995664198514948,0.49954428634668924,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,1,0.5,9,22,11,0.5,0.5124851367419738,0.4999874350022773,0.49998816453686823,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,clean,all_channels,2,0.0,0,22,0,0.5862068965517242,0.6349583828775267,0.24416451039373607,0.17553585940586247,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,0,22,2,0.5,0.6218787158145066,0.4989241364940048,0.49908833911986566,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,1,22,2,0.5862068965517242,0.5636147443519619,0.2628870370794991,0.22189258923008676,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,2,22,2,0.5,0.5671819262782403,0.4825244735201988,0.48513072234535376,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,3,22,2,0.5,0.6052318668252081,0.49208297814982294,0.4931620284280871,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,4,22,2,0.5,0.5422116527942925,0.49998536321792825,0.49998635422557597,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,5,22,2,0.5,0.6290130796670631,0.48380010886950925,0.48484865202109684,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,6,22,2,0.5,0.4482758620689655,0.4687399381158346,0.4694421206371932,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,7,22,2,0.5,0.5671819262782402,0.4986784100782564,0.4989345809028809,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,5,csp_lda,channel_dropout,all_channels,2,0.1,8,22,2,0.5,0.5897740784780025,0.4995295777302282,0.4996126169227182,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
