dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,region,dropped_channels,session_train,session_test
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.3,9,22,7,0.8078817733990147,0.833743842364532,0.1798216305559597,0.17057445838975707,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,0,22,11,0.6687192118226601,0.7339901477832511,0.21058285589740275,0.13145564573573276,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,1,22,11,0.5,0.7093596059113301,0.4463926344584915,0.4504663139226214,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,2,22,11,0.5,0.7524630541871921,0.49121159943126946,0.4912140474568117,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,3,22,11,0.5,0.852216748768473,0.48313955537687275,0.4855908106697648,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,4,22,11,0.5,0.7463054187192119,0.4911629675515268,0.4911772761290421,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,5,22,11,0.5,0.7389162561576356,0.4912280622524511,0.4912280635819626,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,6,22,11,0.5,0.7610837438423645,0.38433999643700983,0.39638213065399436,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,7,22,11,0.5,0.8768472906403941,0.4331034279030263,0.45329579499353656,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,8,22,11,0.5,0.7512315270935961,0.491227598086139,0.4912276890622014,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,4,0.5,9,22,11,0.5,0.8780788177339901,0.4900978987068866,0.4903394050993818,,,,,
BNCI2014-001,7,riemann_lr,clean,all_channels,5,0.0,0,22,0,0.7721674876847291,0.8608374384236454,0.1504651773592075,0.16878606368614701,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,0,22,2,0.5,0.7807881773399015,0.42404839894773594,0.44822979582967426,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,1,22,2,0.6896551724137931,0.8362068965517241,0.2250419843405954,0.23125128805774284,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,2,22,2,0.6982758620689655,0.8041871921182266,0.21415978184528578,0.19340274254586673,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,3,22,2,0.5,0.7943349753694582,0.4422080108541861,0.46400516809342246,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,4,22,2,0.7580049261083743,0.8633004926108374,0.17125560615896704,0.13056494923905748,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,5,22,2,0.7179802955665024,0.8325123152709359,0.17818699371048424,0.10110549285785758,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,6,22,2,0.5,0.7894088669950738,0.48512972402719523,0.4934191742683788,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,7,22,2,0.6884236453201971,0.8004926108374384,0.20933736872745595,0.1647846015038023,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,8,22,2,0.5905172413793103,0.7709359605911329,0.23675506154281548,0.23373197304688878,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.1,9,22,2,0.5344827586206896,0.8054187192118226,0.3795574083435274,0.41322310850321486,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,0,22,4,0.5,0.7967980295566502,0.45187852285116137,0.47112473186397674,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,1,22,4,0.5535714285714286,0.7512315270935961,0.27590346400675253,0.2592476590100287,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,2,22,4,0.687807881773399,0.7376847290640394,0.20880821028770055,0.12792440944307804,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,3,22,4,0.6200738916256158,0.7820197044334976,0.25572519755985423,0.24334503344227704,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,4,22,4,0.7346059113300492,0.7783251231527094,0.1999369846032216,0.11038298352852038,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,5,22,4,0.5517241379310345,0.7167487684729064,0.3388854788520019,0.3489060011275134,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,6,22,4,0.5,0.7450738916256158,0.4881362788274148,0.49564489804739775,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,7,22,4,0.5,0.748768472906404,0.48034763842084943,0.4829796619274507,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,8,22,4,0.7543103448275862,0.7931034482758621,0.18585559858873824,0.14730419545117845,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.2,9,22,4,0.5,0.8115763546798029,0.4979800225086232,0.5024734268191305,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,0,22,7,0.5,0.6785714285714286,0.49543955704872167,0.49947761592586293,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,1,22,7,0.5,0.7093596059113302,0.50874472798815,0.5087509990133581,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,2,22,7,0.5,0.6711822660098523,0.5086690989593285,0.5086884172618754,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,3,22,7,0.5172413793103449,0.8928571428571428,0.3274082965765959,0.3669183859075817,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,4,22,7,0.5178571428571429,0.7549261083743842,0.2997693122867729,0.2956341462293065,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,5,22,7,0.5,0.5911330049261084,0.5087587830726074,0.5087612102610127,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,6,22,7,0.6028325123152709,0.7327586206896552,0.25580407978849445,0.21936822062873906,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,7,22,7,0.5,0.6576354679802956,0.5040195904894591,0.5047835909726459,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,8,22,7,0.5,0.6773399014778325,0.4411169227480606,0.45632266409115263,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.3,9,22,7,0.5,0.6280788177339901,0.508766160199744,0.5087677858802823,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,0,22,11,0.5,0.6157635467980296,0.5087258939400089,0.5087368789186745,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,1,22,11,0.7204433497536946,0.7770935960591133,0.19793493057138892,0.11207258584129097,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,2,22,11,0.5,0.645320197044335,0.4896805410583729,0.49301300519684227,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,3,22,11,0.5,0.6182266009852218,0.4585045784362178,0.4656209837708652,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,4,22,11,0.5,0.5738916256157636,0.5086704291090239,0.5086875887808066,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,5,22,11,0.5,0.7179802955665024,0.5087716260507671,0.5087716820621158,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,6,22,11,0.5357142857142857,0.6945812807881774,0.29280481903129496,0.26931814910216534,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,7,22,11,0.5,0.6280788177339902,0.4963923750857616,0.4979732935304785,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,8,22,11,0.5,0.6982758620689655,0.5085327663209714,0.5085811261037713,,,,,
BNCI2014-001,7,riemann_lr,channel_dropout,all_channels,5,0.5,9,22,11,0.5,0.6773399014778325,0.38740216969212027,0.3840029013339309,,,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_core,1,0.0,0,3,0,0.7241379310344828,0.7788347205707491,0.20585493738803673,0.12838312895327522,"C3,Cz,C4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_core,2,0.0,0,3,0,0.603448275862069,0.7051129607609988,0.21893318406551338,0.22615954273866076,"C3,Cz,C4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_core,3,0.0,0,3,0,0.6551724137931034,0.6932223543400713,0.22254350818601887,0.15388174294307205,"C3,Cz,C4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_core,4,0.0,0,3,0,0.5788177339901477,0.6600985221674877,0.22590237781730813,0.09483933415552781,"C3,Cz,C4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_core,5,0.0,0,3,0,0.5461822660098522,0.6748768472906405,0.2267521123595299,0.12407748838567681,"C3,Cz,C4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_extended,1,0.0,0,9,0,0.7586206896551724,0.8466111771700356,0.17762659645248063,0.15892623252427585,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_extended,2,0.0,0,9,0,0.7413793103448276,0.816884661117717,0.17863398917216233,0.16195295319421343,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_extended,3,0.0,0,9,0,0.7068965517241379,0.7907253269916765,0.1906055239567311,0.06509060526955002,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_extended,4,0.0,0,9,0,0.771551724137931,0.7906403940886699,0.18513017815460547,0.1298019242785667,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,7,riemann_lr,reduced_montage,motor_extended,5,0.0,0,9,0,0.7032019704433498,0.7327586206896552,0.20957357553482076,0.102410590717624,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,1,0.3181818181818182,0,22,7,0.5,0.896551724137931,0.49547127227246396,0.4971236493689889,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,1,0.13636363636363635,0,22,3,0.5,0.9774078478002378,0.3443286094144005,0.3918857526690479,,midline_motor_strip,"FCz,Cz,CPz",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,1,0.3181818181818182,0,22,7,0.5,0.7586206896551724,0.4999978828898668,0.4999984358672201,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,2,0.3181818181818182,0,22,7,0.5,0.9072532699167658,0.4894405641019177,0.4935987779834212,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,2,0.13636363636363635,0,22,3,0.5,0.9488703923900119,0.41841883909135763,0.4498593103055611,,midline_motor_strip,"FCz,Cz,CPz",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,2,0.3181818181818182,0,22,7,0.5,0.7170035671819263,0.4999993130705668,0.49999952538182413,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,3,0.3181818181818182,0,22,7,0.5,0.8287752675386444,0.45581034069020043,0.4687236609212066,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,3,0.13636363636363635,0,22,3,0.5,0.9334126040428061,0.4208388302891779,0.4497363147802541,,midline_motor_strip,"FCz,Cz,CPz",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,3,0.3181818181818182,0,22,7,0.5,0.7645659928656361,0.4999995763228256,0.4999996976481535,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,4,0.3181818181818182,0,22,7,0.5,0.8423645320197044,0.5029365947970036,0.5049796464321388,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,4,0.13636363636363635,0,22,3,0.6071428571428571,0.9408866995073891,0.2415436314943399,0.2928336631144085,,midline_motor_strip,"FCz,Cz,CPz",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,4,0.3181818181818182,0,22,7,0.5,0.8608374384236454,0.4912194188418345,0.4912225658295675,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,5,0.3181818181818182,0,22,7,0.5,0.7721674876847291,0.4774875373467301,0.48228242647161507,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,5,0.13636363636363635,0,22,3,0.5172413793103449,0.8362068965517242,0.4242874811700092,0.4515945433621774,,midline_motor_strip,"FCz,Cz,CPz",,
BNCI2014-001,7,riemann_lr,region_dropout,all_channels,5,0.3181818181818182,0,22,7,0.5,0.6773399014778324,0.5087414807433293,0.5087506165172002,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,
BNCI2014-001,7,riemann_lr,cross_session,all_channels,0,0.0,0,22,0,0.5833333333333334,0.9126157407407408,0.22254845367010287,0.2691145020704938,,,,0train,1test
BNCI2014-001,8,riemann_lr,clean,all_channels,1,0.0,0,22,0,0.9827586206896552,1.0,0.014336851817577548,0.07625934669322523,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,0,22,2,0.9482758620689655,0.9916765755053507,0.04866430373693209,0.11287960370259059,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,1,22,2,0.5,0.9869203329369798,0.45781281441121163,0.47696214411570415,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,2,22,2,0.7758620689655172,0.9976218787158144,0.15794471847656746,0.23755334569294148,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,3,22,2,0.9482758620689655,0.9964328180737217,0.035706997700285424,0.09444167725222771,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,4,22,2,0.9827586206896552,0.9988109393579073,0.029207794680739235,0.11945052154876046,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,5,22,2,0.5,0.9916765755053508,0.4296143125930615,0.46105393489194935,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,6,22,2,0.9655172413793103,1.0,0.041421703949297214,0.14720778735686307,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,7,22,2,0.9827586206896552,0.9988109393579073,0.02817666635598972,0.10797312893101862,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,8,22,2,0.9827586206896552,1.0,0.03134914210412703,0.11080792996950621,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.1,9,22,2,0.9310344827586207,1.0,0.062237226231610335,0.17561837512211764,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,0,22,4,0.5,0.9571938168846612,0.48992197382132885,0.4939215489607077,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,1,22,4,0.5,0.9988109393579073,0.34427952590171995,0.405024405041684,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,2,22,4,0.7413793103448276,0.9976218787158144,0.16606485005070085,0.2721032655246622,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,3,22,4,0.5,0.9797859690844234,0.4989318391121658,0.4994408536421733,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,4,22,4,0.7413793103448276,1.0,0.16701575918890563,0.2817620030313242,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,5,22,4,0.9655172413793103,1.0,0.05868744739300277,0.19215111114548464,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,6,22,4,0.896551724137931,0.9928656361474435,0.07626341999164638,0.18564066014302477,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,7,22,4,0.7931034482758621,0.9976218787158144,0.11966551267149957,0.22492402344841117,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,8,22,4,0.6551724137931034,0.9964328180737217,0.1685053043482248,0.28983344551770757,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.2,9,22,4,0.5,1.0,0.3329789581633474,0.39804672966286136,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,0,22,7,0.9482758620689655,0.9964328180737217,0.08883970756057137,0.22982256288362976,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,1,22,7,0.8448275862068966,1.0,0.11451988698430772,0.28338691460543997,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,2,22,7,0.5689655172413793,0.9952437574316291,0.21093060990847076,0.32903266327155395,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,3,22,7,0.5,0.9595719381688466,0.31218606862260195,0.390579092313469,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,4,22,7,0.5,0.9916765755053507,0.4913570165238927,0.49524523715017144,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,5,22,7,0.5,0.9845422116527942,0.4608767726126135,0.47616147535630504,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,6,22,7,0.5,0.9892984542211654,0.4306679950678443,0.45682784270230603,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,7,22,7,0.8793103448275862,0.9940546967895363,0.0978441327349346,0.2522109757162757,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,8,22,7,0.5,0.9821640903686087,0.45672125928091273,0.47387138512830357,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.3,9,22,7,0.6896551724137931,0.9940546967895363,0.1520364853382132,0.26954354486242105,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,0,22,11,0.8448275862068966,0.9797859690844233,0.14510119307653102,0.27824152289303306,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,1,22,11,0.5,0.9120095124851367,0.40450886092836397,0.4193245976651302,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,2,22,11,0.5172413793103449,0.9976218787158144,0.2881633499664625,0.36154519503579713,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,3,22,11,0.5,0.920332936979786,0.3571290018247363,0.3800230784622686,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,4,22,11,0.5,0.9797859690844233,0.3752983372669883,0.40275081128823265,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,5,22,11,0.5,0.9203329369797859,0.4550637989205806,0.46165462490463927,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,6,22,11,0.5,0.9988109393579073,0.3323460410135037,0.4270339888133353,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,7,22,11,0.5,0.9310344827586208,0.4398146572180106,0.4520832620179818,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,8,22,11,0.5,0.9346016646848989,0.49980389737539616,0.49985401705371524,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,1,0.5,9,22,11,0.5,0.9536266349583828,0.3654742493871933,0.40023548935543324,,,,,
BNCI2014-001,8,riemann_lr,clean,all_channels,2,0.0,0,22,0,0.9655172413793104,0.9964328180737217,0.038107664643000035,0.0785056488339394,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,0,22,2,0.9482758620689655,0.9869203329369798,0.05223792259065752,0.07757824412929312,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,1,22,2,0.6724137931034483,0.9916765755053508,0.23120092675454995,0.31429179048957934,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,2,22,2,0.7241379310344828,0.9892984542211654,0.17116333647759752,0.2671752763835837,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,3,22,2,0.9310344827586208,0.9916765755053507,0.0527561135129868,0.10321028722069647,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,4,22,2,0.5,0.9821640903686089,0.4138228251131718,0.4509897331738334,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,5,22,2,0.5,0.9512485136741974,0.493166292449228,0.49645803024551094,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,6,22,2,0.896551724137931,0.985731272294887,0.07950553878656218,0.12498318138544953,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,7,22,2,0.603448275862069,0.990487514863258,0.27367116863825547,0.35041660434348487,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,8,22,2,0.7413793103448276,0.9821640903686089,0.16271049096918896,0.22818547917072574,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.1,9,22,2,0.9655172413793103,0.9928656361474435,0.045977092362655604,0.10633160295129146,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,0,22,4,0.8620689655172413,0.957193816884661,0.13921326003156093,0.1994735090847128,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,1,22,4,0.5,0.9667063020214031,0.4981018211167962,0.4990168312452151,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,2,22,4,0.5,0.9702734839476813,0.3451050981042879,0.40388362828936847,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,3,22,4,0.7758620689655172,0.9881093935790725,0.15756313122837656,0.24108330560811808,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,4,22,4,0.5172413793103449,0.9643281807372176,0.3274788090216596,0.3851880568371109,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,5,22,4,0.896551724137931,0.9869203329369798,0.0836335767500686,0.17283658120234602,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,6,22,4,0.5,0.9560047562425684,0.49232817603612916,0.495663424101219,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,7,22,4,0.5,0.9738406658739596,0.4225148696872735,0.4558640912112256,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,8,22,4,0.5,0.9560047562425684,0.47450079552213587,0.4860344087511654,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.2,9,22,4,0.9310344827586208,0.9845422116527943,0.06544008631669346,0.1295310038226785,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,0,22,7,0.5,0.9655172413793104,0.34628783559251014,0.39200147012632663,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,1,22,7,0.896551724137931,0.9833531510107016,0.09534406985790339,0.22728400294218223,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,2,22,7,0.5,0.9631391200951249,0.45618041094064216,0.47173720872158537,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,3,22,7,0.5,0.9203329369797859,0.3077527592135734,0.34744868260972345,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,4,22,7,0.5,0.9286563614744352,0.4965467419224077,0.49808071775700075,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,5,22,7,0.5,0.9369797859690844,0.4096167208146532,0.4377885930337966,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,6,22,7,0.5,0.9785969084423305,0.4455835220742465,0.4686736363818598,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,7,22,7,0.603448275862069,0.9512485136741974,0.24089887919118802,0.2965850886519493,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,8,22,7,0.5172413793103449,0.9405469678953626,0.28367370202181336,0.33002628244887405,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.3,9,22,7,0.5172413793103449,0.9631391200951249,0.2646324354131243,0.32975059961840403,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,0,22,11,0.5,0.9167657550535078,0.49936487615692693,0.4995913652481715,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,1,22,11,0.5,0.9524375743162901,0.48003678715503806,0.48514579591437357,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,2,22,11,0.5,0.9536266349583828,0.4984194399517511,0.49901577615184856,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,3,22,11,0.8448275862068966,0.9262782401902497,0.1794299359834754,0.24560717140740634,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,4,22,11,0.6379310344827587,0.8668252080856124,0.2060936764557396,0.18276004786797725,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,5,22,11,0.5,0.9001189060642093,0.4999886476982368,0.49999319239989026,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,6,22,11,0.5172413793103449,0.9750297265160524,0.2849457772969179,0.3392752062497036,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,7,22,11,0.5,0.8941736028537456,0.49984064062204664,0.49989009483715796,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,8,22,11,0.5,0.9262782401902497,0.48063639707205225,0.48689547823911083,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,2,0.5,9,22,11,0.603448275862069,0.9607609988109395,0.20722234563726316,0.2940272122625708,,,,,
BNCI2014-001,8,riemann_lr,clean,all_channels,3,0.0,0,22,0,0.9655172413793104,0.9940546967895363,0.03805381143825179,0.08547598691960623,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,3,0.1,0,22,2,0.5517241379310345,0.9643281807372176,0.33911095990140633,0.39699033874556966,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,3,0.1,1,22,2,0.5,0.9274673008323424,0.4568743625028726,0.47608301586230056,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,3,0.1,2,22,2,0.9310344827586207,0.9892984542211654,0.0749137138394866,0.13567135788997953,,,,,
BNCI2014-001,8,riemann_lr,channel_dropout,all_channels,3,0.1,3,22,2,0.8620689655172413,0.9964328180737217,0.082720534023133,0.15319317117508727,,,,,
